Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Shohei Ohtani","LAD",18,87,10,20,21,2,0.126436781,0.195402298,0.493333334,0.326530612,0.346666666,0.425287356,0.84,0.5111596246799791,,237.04082791070192,0.00380162475630641,13.81340455603312,-2.01174408942461,1.529476214834391,"Shohei Ohtani",19755,660271
"Aaron Judge","NYY",16,74,6,16,11,1,0.121621621,0.27027027,0.40625,0.435897435,0.359375,0.432432432,0.765625,0.48581949387277873,,220.89039133035277,-0.5764526254497468,9.60492850148752,0.1938241943717003,1.2775064495037811,"Aaron Judge",15640,592450
"Freddie Freeman","LAD",18,79,4,15,17,0,0.075949367,0.202531645,0.281690141,0.490566037,0.422535211,0.455696202,0.704225352,0.48266202056562746,,217.4764993984227,-0.033930592238903046,10.71561369341135,-1.1712148445658386,1.2664610812052188,"Freddie Freeman",5361,518692
"Rafael Devers","BOS",17,75,5,9,20,1,0.173333333,0.186666666,0.306451613,0.465116279,0.403225806,0.506666666,0.709677419,0.5133286456804018,,234.3983712300655,-0.48719147918745875,10.984790623616723,-1.7667587846517563,1.22031162742026,"Rafael Devers",17350,646240
"Jake Meyers","HOU",18,70,3,12,11,1,0.128571428,0.071428571,0.233333333,0.384615384,0.383333333,0.463768115,0.616666666,0.4651502984157507,,207.9798942139965,-0.19607410626485944,8.406414964435836,0.6445013470947742,1.1856725381026552,"Jake Meyers",20308,676694
"Pete Crow-Armstrong","CHC",17,73,6,15,18,2,0.04109589,0.301369863,0.347826087,0.38095238,0.318840579,0.342465753,0.666666666,0.42381135976477846,,177.93242167064022,-0.03841976588591933,6.551088346329523,2.288290673866868,1.1723489138116894,"Pete Crow-Armstrong",27769,691718
"Dansby Swanson","CHC",17,69,4,14,10,3,0.115942028,0.188405797,0.233333334,0.409090909,0.366666666,0.434782608,0.6,0.43984983160215263,,188.94323965387215,0.6716483603231609,7.780083415936737,0.5103791924193501,1.1013692033802627,"Dansby Swanson",18314,621020
"José Ramírez","CLE",15,63,4,11,8,5,0.111111111,0.063492063,0.309090909,0.340425531,0.363636363,0.444444444,0.672727272,0.47250370825490645,,212.819806996685,0.07250478081550682,8.161770355124327,0.23690743884071708,1.0935056238792138,"Jose Ramirez",13510,608070
"Geraldo Perdomo","ARI",17,68,1,9,12,4,0.132352941,0.117647058,0.192982456,0.4,0.368421052,0.44117647,0.561403508,0.4281817753525341,,176.69705696724648,0.9674290562979877,7.008300273642464,0.8052700026892126,1.048160110569027,"Geraldo Perdomo",22799,672695
"Jacob Wilson","ATH",17,73,2,10,10,3,0.09589041,0.05479452,0.15625,0.362068965,0.359375,0.438356164,0.515625,0.4196347406465713,,174.90834347851296,0.45986500778235495,6.6833872379594785,0.5571204549632967,1.0069625165638145,"Jacob Wilson",33266,805779
"CJ Abrams","WSN",17,78,4,14,7,4,0.089743589,0.166666666,0.246376812,0.384615384,0.347826086,0.423076923,0.594202898,0.43936218053866655,,186.3977287201743,0.22679657209664583,8.032443328532766,-0.9686029404401779,1.004049635824391,"CJ Abrams",25768,682928
"Cody Bellinger","NYY",15,68,4,11,12,1,0.102941176,0.147058823,0.262295082,0.361702127,0.344262295,0.411764705,0.606557377,0.43787389467744264,,187.3912155693963,-0.3808878343552351,6.382431365716504,0.8053482733666897,0.9842665989340517,"Cody Bellinger",15998,641355
"Riley Greene","DET",16,68,6,10,18,1,0.073529411,0.25,0.365079365,0.375,0.333333333,0.382352941,0.698412698,0.457874579464688,,202.54670659322875,-0.31522067805053666,7.621001573662656,-0.5372901251539588,0.9734008613824264,"Riley Greene",25976,682985
"Corbin Carroll","ARI",18,83,6,15,11,4,0.108433734,0.240963855,0.315068493,0.276595744,0.260273972,0.34939759,0.575342465,0.3949825878602913,,153.90497213679274,0.9571915846318007,6.139447827745116,0.11767470836639404,0.9369047285747949,"Corbin Carroll",25878,682998
"Will Smith","LAD",16,62,1,6,9,0,0.193548387,0.129032258,0.145833333,0.425,0.375,0.5,0.520833333,0.44754726848294657,,193.36933085835466,-0.6873946773121133,6.017746108629171,0.8569231430301443,0.9296284574496496,"Will Smith",19197,669257
"Ryan McMahon","COL",17,67,3,12,7,0,0.164179104,0.253731343,0.25,0.416666666,0.321428571,0.43283582,0.571428571,0.42946711363214435,,165.9569749599189,-0.0934316550847143,5.025124790161997,1.6415471266955137,0.924995831527617,"Ryan McMahon",15112,641857
"Cal Raleigh","SEA",17,68,5,12,14,1,0.176470588,0.235294117,0.333333333,0.264705882,0.259259259,0.397058823,0.592592592,0.4199488294475219,,181.16814034887287,-0.801608182489872,5.480099177670625,0.8809904222143814,0.8979520685008519,"Cal Raleigh",21534,663728
"Bobby Witt Jr.","KCR",18,78,2,8,11,7,0.064102564,0.217948717,0.25,0.314814814,0.263888888,0.307692307,0.513888888,0.3388938535200922,,113.83158937082774,1.4803763893432915,2.7082393019198303,3.1257888302206993,0.8773028787996919,"Bobby Witt Jr.",25764,677951
"Maikel Garcia","KCR",18,76,3,6,9,3,0.118421052,0.171052631,0.227272727,0.38,0.333333333,0.413333333,0.56060606,0.4211164863904317,,171.2798323019544,-0.1682193181477487,5.9972118475313625,-0.31294119358062744,0.8547904953703114,"Maikel Garcia",22715,672580
"Manny Machado","SDP",16,67,1,14,7,1,0.149253731,0.164179104,0.122807018,0.444444444,0.368421052,0.462686567,0.49122807,0.4224068744858699,,178.11448047600686,0.04739089868962765,6.10942418251649,-0.29781634407117963,0.8357187737200384,"Manny Machado",11493,592518
"Kyle Schwarber","PHI",17,76,8,14,14,2,0.118421052,0.197368421,0.393939394,0.255813953,0.287878787,0.381578947,0.681818181,0.4453860712051392,,189.56732411475036,-0.054997232742607594,7.829520912548695,-2.4985472187399864,0.8162876618167278,"Kyle Schwarber",16478,656941
"Isaac Paredes","HOU",17,75,4,9,11,0,0.16,0.133333333,0.238095238,0.285714285,0.285714285,0.4,0.523809523,0.4026846432685852,,164.3356808572523,-0.5614233174419496,4.930144568471637,0.35849760100245476,0.8100448912441129,"Isaac Paredes",20036,670623
"James Wood","WSN",17,75,3,11,9,4,0.106666666,0.253333333,0.196969697,0.444444444,0.348484848,0.413333333,0.545454545,0.410376544739749,,166.49835406987813,0.2589517526794225,6.035709088990594,-0.7409067619591951,0.8090941508604107,"James Wood",29518,695578
"Heliot Ramos","SFG",16,67,3,10,12,0,0.089552238,0.164179104,0.232142858,0.431818181,0.392857142,0.462686567,0.625,0.4585948306502718,,201.22594645587094,-0.3593795127235353,7.496206965776385,-1.9623315297067165,0.8067207929044127,"Heliot Ramos",22515,671218
"Mookie Betts","LAD",18,78,4,20,11,3,0.115384615,0.115384615,0.205882353,0.267857142,0.279411764,0.358974358,0.485294117,0.3670645891091762,,138.11592876537281,0.3685216515441425,3.8121246274926306,1.3170553082600236,0.8020521511887135,"Mookie Betts",13611,605141
"Byron Buxton","MIN",12,51,4,10,10,1,0.137254901,0.294117647,0.348837209,0.36,0.302325581,0.392156862,0.65116279,0.4311041963100433,,183.33447203602105,0.6379695846699178,5.47499151310534,0.40758151235058904,0.7895422396783796,"Byron Buxton",14161,621439
"Alec Bohm","PHI",16,64,3,7,8,0,0.078125,0.140625,0.192982457,0.369565217,0.350877192,0.40625,0.543859649,0.4106885576620698,,165.7466004219119,-0.1512388337869197,4.722533526401996,0.20171476490941131,0.7328191540916161,"Alec Bohm",21618,664761
"Kyle Stowers","MIA",17,70,6,8,11,0,0.071428571,0.3,0.35483871,0.342857142,0.29032258,0.36231884,0.64516129,0.42368559188702526,,172.60994715153984,-0.08017815952189267,5.806985726654676,-1.0906069744378328,0.7316167375684437,"Kyle Stowers",26151,669065
"Lourdes Gurriel Jr.","ARI",17,76,4,10,14,0,0.105263157,0.157894736,0.294117647,0.307692307,0.294117647,0.368421052,0.588235294,0.40857705709181336,,163.23792030072727,-0.21289873588830233,5.35386944670003,-0.8759086416102946,0.7272247682869386,"Lourdes Gurriel Jr.",19238,666971
"Jeremy Peña","HOU",18,78,2,6,11,1,0.038461538,0.102564102,0.125,0.349206349,0.333333333,0.363636363,0.458333333,0.35900809935161043,,133.81925712157403,-0.13982356432825327,2.8623919032630694,1.5206097112968564,0.7258015100006112,"Jeremy Pena",21636,665161
"Rhys Hoskins","MIL",17,67,3,9,13,1,0.119402985,0.253731343,0.275862069,0.41025641,0.327586206,0.402985074,0.603448275,0.42339481006969104,,174.69007748426384,-0.05613366886973381,5.740150616990501,-1.1022165110334754,0.7131757499771085,"Rhys Hoskins",16472,656555
"TJ Friedl","CIN",16,65,2,9,6,2,0.184615384,0.215384615,0.196078431,0.361111111,0.294117647,0.43076923,0.490196078,0.4035209169754615,,154.86277384971194,0.709885569754988,4.840389915689799,-0.19313871022313833,0.7073148137942975,"TJ Friedl",19522,670770
"Alex Bregman","BOS",17,73,4,9,9,0,0.123287671,0.136986301,0.274193548,0.25,0.258064516,0.369863013,0.532258064,0.3868471591009034,,146.0268497444015,-0.48543286649510264,3.3385620220245116,0.8372417772188783,0.6869774375657616,"Alex Bregman",17678,608324
"Masyn Winn","STL",16,68,2,12,9,0,0.117647058,0.161764705,0.155172414,0.326086956,0.293103448,0.382352941,0.448275862,0.3660470501464956,,137.18372206056335,-0.8606713903136551,2.0680208598377274,2.132231133058667,0.6708943203063203,"Masyn Winn",27479,691026
"Vladimir Guerrero Jr.","TOR",16,72,2,13,4,0,0.194444444,0.138888888,0.140350877,0.369565217,0.333333333,0.458333333,0.47368421,0.40488918934549606,,165.68143026673198,-0.35041437624022365,5.031766510223162,-1.011454589664936,0.6673044451633205,"Vladimir Guerrero Jr.",19611,665489
"Josh Jung","TEX",17,63,5,9,11,1,0.047619047,0.222222222,0.266666666,0.31707317,0.3,0.333333333,0.566666666,0.38708482185999554,,151.92871988847162,-0.03459441941231489,3.6887341103385114,0.6256777681410313,0.6670682919363041,"Josh Jung",26299,673962
"Bo Bichette","TOR",16,74,4,7,9,1,0.108108108,0.229729729,0.257575758,0.311111111,0.272727272,0.351351351,0.53030303,0.3808103131281363,,148.85772756890202,-0.049743339885026217,4.0650513919454605,-0.14528367668390274,0.6636828832778068,"Bo Bichette",19612,666182
"Chase Meidroth","CHW",16,64,1,9,3,6,0.09375,0.171875,0.086206897,0.369565217,0.310344827,0.375,0.396551724,0.3453762559220195,,122.26569602911957,0.7718221652321517,2.3936301774317705,1.7429108060896397,0.6519349483402632,"Chase Meidroth",31580,805367
"Gunnar Henderson","BAL",17,76,4,8,8,1,0.078947368,0.289473684,0.228571429,0.363636363,0.285714285,0.342105263,0.514285714,0.37045804999376597,,142.88401484205488,0.5994064179249108,4.308708657815298,-0.5721103679388762,0.6514344398094531,"Gunnar Henderson",26289,683002
"Ketel Marte","ARI",17,70,6,13,9,1,0.128571428,0.142857142,0.322033898,0.186046511,0.237288135,0.357142857,0.559322033,0.38132658200477487,,144.52977751864645,0.06531278463080525,3.675756096483474,0.010328984528314322,0.624043995401845,"Ketel Marte",13613,606466
"Zach Neto","LAA",17,77,4,16,10,3,0.077922077,0.311688311,0.246376812,0.357142857,0.275362318,0.337662337,0.52173913,0.3689133168815018,,137.46684486301143,0.8174979346804321,4.100877107934967,-0.6697303727269173,0.6229804267809755,"Zach Neto",31347,687263
"Willson Contreras","STL",17,71,3,11,15,0,0.084507042,0.225352112,0.20967742,0.363636363,0.306451612,0.38028169,0.516129032,0.3882972690421091,,152.45906205746786,-0.300461427308619,4.013644805704904,-0.4248846471309662,0.6172991873125414,"Willson Contreras",11609,575929
"Daniel Schneemann","CLE",15,51,4,10,9,0,0.098039215,0.176470588,0.304347826,0.272727272,0.282608695,0.352941176,0.586956521,0.40238598047518265,,163.8291566289166,0.1345691978931427,3.839434936457558,0.37896079337224364,0.615785843667026,"Daniel Schneemann",25180,682177
"Taylor Ward","LAA",17,73,7,11,18,0,0.06849315,0.301369863,0.388059701,0.23076923,0.23880597,0.287671232,0.626865671,0.3818673752758601,,146.5177335004094,0.09322146931663156,3.957999878417289,-0.48781050369143486,0.6133043862027675,"Taylor Ward",17548,621493
"Julio Rodríguez","SEA",17,73,4,10,11,0,0.04109589,0.109589041,0.188405797,0.263157894,0.275362318,0.315068493,0.463768115,0.3399356081061167,,125.26359415692998,-0.2953706318512559,1.8035749935439562,1.65046788752079,0.6116185342480821,"Julio Rodriguez",23697,677594
"Bryce Harper","PHI",17,76,2,9,14,1,0.118421052,0.184210526,0.184615385,0.392156862,0.338461538,0.407894736,0.523076923,0.4004749208688736,,158.73467953462017,0.04579872690374032,5.216151320616182,-1.9461242500692606,0.60110466504654,"Bryce Harper",11579,547180
"Trea Turner","PHI",17,78,1,13,6,4,0.025641025,0.179487179,0.144736842,0.37704918,0.315789473,0.333333333,0.460526315,0.3442275623480479,,120.11944031543291,0.23297550017014146,2.050676571318765,1.0624402295798063,0.5915554298572288,"Trea Turner",16252,607208
"Brendan Donovan","STL",17,75,0,10,5,0,0.066666666,0.093333333,0.102941177,0.360655737,0.323529411,0.386666666,0.426470588,0.3615672095616658,,134.1081977978022,0.36085414607077837,3.3238565333141863,-0.13661014335229993,0.5890446855900949,"Brendan Donovan",24679,680977
"Matt Olson","ATL",18,77,6,10,11,0,0.09090909,0.324675324,0.308823529,0.282051282,0.25,0.311688311,0.558823529,0.36640617522326385,,134.73424631228787,-0.11851735963136889,2.9793339593365564,0.1353306993842125,0.5883001750855013,"Matt Olson",14344,621566
"Kyle Tucker","CHC",17,76,3,10,6,5,0.157894736,0.118421052,0.21875,0.25,0.25,0.368421052,0.46875,0.3585039651071703,,133.09723769392622,1.1414443869143724,4.054959708891098,-0.9691714001819491,0.5818683352716641,"Kyle Tucker",18345,663656
"Jackson Holliday","BAL",16,70,4,6,9,0,0.042857142,0.2,0.257575757,0.333333333,0.303030303,0.342857142,0.56060606,0.3882222635405404,,155.29571730997287,-0.7919983025640249,3.6132736906913507,-0.3867987925186753,0.5775438540830937,"Jackson Holliday",31781,702616
"Francisco Lindor","NYM",17,79,3,7,12,5,0.088607594,0.189873417,0.173913044,0.269230769,0.246376811,0.329113924,0.420289855,0.33048111577577227,,114.83978649626245,0.6892649559304118,2.047161581621914,0.8655618228949606,0.5740492644161923,"Francisco Lindor",12916,596019
"Nico Hoerner","CHC",17,72,0,17,8,4,0.027777777,0.125,0.086956521,0.35,0.304347826,0.333333333,0.391304347,0.3200555659002728,,106.70143579294546,0.707841808674857,1.2667137712265084,1.6176585191860795,0.547171066713097,"Nico Hoerner",21479,663538
"Fernando Tatis Jr.","SDP",16,69,4,12,9,1,0.086956521,0.217391304,0.241935484,0.232558139,0.225806451,0.304347826,0.467741935,0.3310776554486331,,115.41465361180518,0.3114643129520118,1.5434192600700876,1.3718412946909666,0.5401455049677079,"Fernando Tatis Jr.",19709,665487
"Ernie Clement","TOR",16,57,1,7,5,1,0.035087719,0.175438596,0.134615385,0.357142857,0.307692307,0.327272727,0.442307692,0.332816114208915,,115.32459560091743,0.010038695763796568,1.0041776015528745,2.2750252904370427,0.538353631402972,"Ernie Clement",20352,676391
"William Contreras","MIL",16,64,1,10,5,1,0.171875,0.21875,0.132075472,0.342105263,0.264150943,0.390625,0.396226415,0.35582672618329525,,128.30287297422024,-0.16134562902152538,1.936736387850626,1.1202169321477413,0.5378552849424426,"William Contreras",20503,661388
"Javier Báez","DET",13,54,4,12,16,0,0.018518518,0.166666666,0.269230769,0.256410256,0.269230769,0.296296296,0.538461538,0.35852007954208936,,133.1285762244914,0.17408346943557262,2.210092608857988,1.1323000006377697,0.5346369006382499,"Javier Baez",12979,595879
"Trent Grisham","NYY",15,62,4,10,7,0,0.161290322,0.177419354,0.269230769,0.243243243,0.25,0.370967741,0.519230769,0.38635266596271145,,151.39377836762895,-0.29823972191661596,3.328241463773617,-0.3141392348334193,0.5278651205822674,"Trent Grisham",18564,663757
"Miguel Vargas","CHW",16,66,4,8,9,0,0.075757575,0.09090909,0.271186441,0.24,0.27118644,0.333333333,0.542372881,0.3737630302255804,,142.09928988634454,0.008044426329433918,3.170335905110428,-0.3957528658211231,0.5166094473776544,"Miguel Vargas",20178,678246
"Addison Barger","TOR",15,52,2,7,7,1,0.076923076,0.269230769,0.208333333,0.34375,0.270833333,0.326923076,0.479166666,0.350221254504644,,127.48541669182262,0.14031202759360895,1.7669423392086483,1.3027681034291163,0.4992899767185378,"Addison Barger",24598,680718
"Nolan Schanuel","LAA",16,70,1,12,5,0,0.142857142,0.085714285,0.118644068,0.365384615,0.33898305,0.434782608,0.457627118,0.38842377822790575,,151.09863557560118,-0.5660740843632084,3.5048268668422864,-1.0390479881316423,0.4981197451559405,"Nolan Schanuel",33189,694384
"Brice Turang","MIL",15,60,1,7,4,5,0.166666666,0.25,0.1,0.352941176,0.26,0.383333333,0.36,0.34059139490127566,,117.84343136647028,1.2405565651133657,2.4806133995174875,0.30355550814419985,0.49570645760457893,"Brice Turang",22186,668930
"Paul Goldschmidt","NYY",16,65,3,14,12,2,0.076923076,0.107692307,0.203389831,0.306122448,0.305084745,0.369230769,0.508474576,0.37796168122440577,,145.53106985478283,0.2268824721686542,3.595133132894778,-0.9883812838234007,0.49564811009343357,"Paul Goldschmidt",9218,502671
"Yoán Moncada","LAA",13,56,4,9,12,0,0.089285714,0.25,0.326530612,0.258064516,0.244897959,0.339285714,0.571428571,0.38929349184036255,,151.7062969596354,0.09368661046028137,3.38913606589427,-0.5652076508849859,0.4873804019382643,"Yoan Moncada",17232,660162
"Xander Bogaerts","SDP",16,67,2,7,12,4,0.134328358,0.149253731,0.127272727,0.260869565,0.254545454,0.343283582,0.381818181,0.3199776998206751,,107.79425234909945,0.5247232471592724,1.129592112379457,1.2794470377266407,0.48045730367068257,"Xander Bogaerts",12161,593428
"Steven Kwan","CLE",16,70,0,7,2,3,0.1,0.057142857,0.064516129,0.327586206,0.306451612,0.385714285,0.370967741,0.3425936894757407,,122.05279969613262,0.38971131248399615,2.1466029055463456,0.06717605888843536,0.4718084879270225,"Steven Kwan",24610,680757
"Willy Adames","SFG",17,75,3,12,8,0,0.093333333,0.293333333,0.23880597,0.285714285,0.223880597,0.306666666,0.462686567,0.3343484401702881,,115.9276459369457,0.02544997353106737,1.4090954306762362,0.6324710766784847,0.4694244937344945,"Willy Adames",15986,642715
"Shea Langeliers","ATH",16,65,3,7,11,2,0.092307692,0.123076923,0.192982456,0.270833333,0.280701754,0.338461538,0.47368421,0.3437973279505968,,121.92139869535612,0.019539913395419717,1.6412186017102262,0.47716468933504075,0.44465765325274464,"Shea Langeliers",25816,669127
"Kerry Carpenter","DET",17,71,3,13,8,1,0.042253521,0.211267605,0.191176471,0.36,0.308823529,0.338028169,0.5,0.3630479204822594,,136.29213955497465,0.24925493844784796,3.1818635989248527,-1.368823345284909,0.433405563278238,"Kerry Carpenter",25961,681481
"Juan Soto","NYM",16,74,3,10,6,4,0.189189189,0.189189189,0.186440678,0.255813953,0.237288135,0.378378378,0.423728813,0.35771693490646983,,133.53786759233745,0.6405426310375333,3.5151539458070977,-1.787862554192543,0.4331942297446906,"Juan Soto",20123,665742
"Austin Wells","NYY",15,52,3,7,11,2,0.096153846,0.192307692,0.255813954,0.15625,0.186046511,0.288461538,0.441860465,0.3142814269432655,,101.038226580987,0.34558770147850737,0.4070315881000402,1.982942704576999,0.4283188704750943,"Austin Wells",27562,669224
"Brandon Lowe","TBR",16,63,3,10,9,2,0.111111111,0.269841269,0.214285714,0.305555555,0.25,0.333333333,0.464285714,0.34905481433111524,,129.33671902809365,0.23869455722160637,2.342159521526157,-0.4084764216095209,0.4184969086282745,"Brandon Lowe",18882,664040
"Jasson Domínguez","NYY",13,51,3,10,9,1,0.176470588,0.215686274,0.268292683,0.285714285,0.268292682,0.392156862,0.536585365,0.3987143589001076,,160.03078638009924,0.2380549442023039,3.722450093142001,-1.4131981199607253,0.41645255177878615,"Jasson Dominguez",28080,691176
"Ryan O'Hearn","BAL",16,66,2,7,3,0,0.136363636,0.242424242,0.142857143,0.368421052,0.285714285,0.393939393,0.428571428,0.36846978736646246,,141.49483292903668,-0.2960303910076618,2.82085725577177,-1.0176511276513338,0.41518819154334696,"Ryan O'Hearn",16442,656811
"Ceddanne Rafaela","BOS",17,61,0,9,3,0,0.032786885,0.229508196,0.140350877,0.372093023,0.280701754,0.305084745,0.421052631,0.3150995131266319,,95.89738962158798,0.34108604257926345,0.05626419375128611,1.8544014741200954,0.4092174263484691,"Ceddanne Rafaela",24262,678882
"Austin Riley","ATL",18,80,2,11,8,2,0.075,0.2125,0.123287672,0.351851851,0.287671232,0.35,0.410958904,0.33373257027396674,,112.30298723719402,-0.26820144709199667,0.8718186976683933,0.2708926633495139,0.392659551259345,"Austin Riley",18360,663586
"Victor Scott II","STL",17,62,0,10,4,3,0.112903225,0.258064516,0.05882353,0.388888888,0.274509803,0.366666666,0.333333333,0.3193294217189153,,105.11088442115357,0.2336475730407983,0.6006760102103494,1.1061373418197036,0.39005372668891714,"Victor Scott II",31349,687363
"Wilmer Flores","SFG",16,66,3,9,13,0,0.136363636,0.106060606,0.175438596,0.29787234,0.298245614,0.393939393,0.47368421,0.38319074204473785,,149.45912582322907,-0.5399398589506745,3.2410223514680077,-1.7249569999985397,0.38380523379464027,"Wilmer Flores",5827,527038
"Andy Pages","LAD",17,73,3,8,13,2,0.01369863,0.219178082,0.180555555,0.283018867,0.25,0.260273972,0.430555555,0.2975578887821877,,90.39781486551279,0.7000802415423095,-0.11182416848753318,1.3921924559399486,0.3831142176139071,"Andy Pages",24816,681624
"Matt Chapman","SFG",16,66,3,11,8,1,0.075757575,0.272727272,0.196721311,0.3,0.245901639,0.303030303,0.44262295,0.325627195112633,,109.94028985397844,-0.2649217168800533,0.49497566652353686,0.963143540546298,0.3777550892336634,"Matt Chapman",16505,656305
"Carlos Santana","CLE",16,66,3,10,16,0,0.181818181,0.212121212,0.192307693,0.25,0.23076923,0.378787878,0.423076923,0.3583853253812501,,133.08627921521116,-0.6171924150548875,1.8680860566080888,-0.4848237410187721,0.37134194776604473,"Carlos Santana",2396,467793
"Gavin Sheets","SDP",15,56,3,7,11,0,0.017857142,0.267857142,0.222222223,0.388888888,0.314814814,0.339285714,0.537037037,0.3789053335785866,,148.24956854567952,-0.3390975473448634,2.7905355523503648,-1.1087763456162065,0.36693663107132035,"Gavin Sheets",19901,657757
"Ryan Jeffers","MIN",13,57,2,6,7,0,0.105263157,0.210526315,0.156862745,0.351351351,0.294117647,0.368421052,0.450980392,0.35587062367371153,,130.76942508350905,-0.1889261999167502,1.807151437684822,-0.23769669514149427,0.3598391922769728,"Ryan Jeffers",24618,680777
"Randy Arozarena","SEA",16,64,1,6,3,1,0.09375,0.25,0.127272728,0.368421052,0.272727272,0.375,0.4,0.34950265008956194,,131.9480037022185,-0.3261947291903198,2.0008615779773593,-0.7015454975189641,0.35570090216887196,"Randy Arozarena",19290,668227
"Eugenio Suárez","ARI",18,76,4,11,17,0,0.065789473,0.197368421,0.246153846,0.25,0.246153846,0.328947368,0.492307692,0.35321870995195287,,125.2330099582612,-0.9847659603692591,1.236469594478164,-0.3985614124685526,0.3471676513316732,"Eugenio Suarez",12552,553993
"Trey Sweeney","DET",16,63,3,11,14,0,0.015873015,0.238095238,0.166666667,0.363636363,0.316666666,0.317460317,0.483333333,0.34153248014904203,,121.25948735345766,-0.669452011352405,0.8548693268398488,0.31789316423237324,0.33904935037167305,"Trey Sweeney",29575,700242
"Vinnie Pasquantino","KCR",18,76,4,7,8,0,0.039473684,0.184210526,0.178082191,0.327272727,0.301369863,0.328947368,0.479452054,0.35206042465410736,,123.03095882266291,-0.7056039813905954,1.286485319538147,-0.5513923726975918,0.338047907986524,"Vinnie Pasquantino",27676,686469
